user_budget,user_days,pref_food,pref_beach,pref_nature,pref_museums,pref_nightlife,place_name,place_province,place_category,place_rating,is_recommended
comfort,7,0,0,1,0,0,Dinagyang Warriors,Guimaras,sightseeing,4.9,0
comfort,6,0,1,0,0,1,Oh yeah milk tea in the house,Marinduque,food,4.8,0
high,2,0,0,0,0,1,Bichara’s Farm,Albay,museums,4.0,0
comfort,2,0,0,0,1,0,Gugma Beach,Capiz,sightseeing,4.7,0
comfort,4,0,0,0,0,0,Cal-apog Beach,Samar,museums,4.5,0
low,6,1,0,0,0,0,Kap's Carwash and Resto,South Cotabato,food,4.6,0
comfort,3,0,1,0,0,0,Masuso Spring,Camarines Sur,museums,4.2,0
comfort,4,0,0,1,0,0,Latte Coffee Cafe,Aklan,food,3.9,0
comfort,2,0,0,1,0,0,Quipot Falls,Negros Occidental,museums,3.5,0
comfort,6,0,1,1,0,0,Peri-Peri Chicken,Batangas,food,3.5,0
comfort,6,1,0,1,1,0,Augustin Grove Park,Iloilo,nature,4.1,0
high,3,0,0,0,0,0,Kainan sa Kamalig,Pangasinan,food,4.8,1
comfort,3,0,1,0,0,1,DCLS Ancestral House,Tarlac,museums,4.2,0
low,6,1,0,0,0,0,Homestays Diner,Mountain Province,food,3.9,0
low,5,1,1,0,0,0,Annie Tea,Laguna,food,4.4,0
high,7,0,0,0,0,1,Taverne Cafe & Bar,South Cotabato,food,4.8,1
high,6,0,1,0,0,1,the Chancelary,Sorsogon,food,4.0,0
comfort,5,0,0,0,0,1,The Backyard,Benguet,food,4.8,0
low,7,0,0,0,0,1,Gigaquit Municipal Park,Surigao del Norte,beach,4.2,0
comfort,3,0,1,1,0,0,Monkey Beach,Siquijor,sightseeing,4.5,0
low,5,0,1,0,1,1,Malvar Sports Center,Rizal,nature,4.5,0
comfort,3,0,1,0,0,0,Concepcion Town Plaza,Tarlac,beach,4.9,0
comfort,7,0,1,0,0,1,World's Largest Spinning Top,Laguna,sightseeing,4.7,0
high,6,0,1,0,0,0,Camp John Hay Art Park,La Union,nature,4.0,0
high,5,0,0,0,0,1,RECO ,Catanduanes,food,4.7,1
high,4,0,0,1,0,1,Sam's Agritourism Park,Benguet,sightseeing,4.7,1
low,2,0,0,0,0,0,Mahayag Cover Court,Bohol,sightseeing,3.8,0
low,4,0,1,0,0,1,Bougainvilla,Cebu,museums,4.2,0
high,4,0,0,0,1,0,Ilatops Ugrill & Restobar,Bukidnon,food,4.8,1
low,5,0,0,0,1,0,Urbiztondo Beach,La Union,beach,4.0,0
high,7,1,0,0,1,0,St. John The Baptist,South Cotabato,sightseeing,3.5,0
low,6,1,1,0,0,0,Bachmann Mansion,Palawan,museums,4.1,0
comfort,5,1,1,0,0,1,Canigaran Beach,Palawan,sightseeing,3.7,0
comfort,6,1,1,1,0,0,I Love San Clemente,Pangasinan,museums,4.5,0
high,2,1,1,0,0,1,Tagpuan Shawarma & Grill,Zambales,food,3.8,1
comfort,7,0,1,1,0,1,Small beach,Marinduque,museums,4.5,0
high,2,0,1,0,1,0,Payao Beach,Samar,sightseeing,3.6,0
comfort,4,0,0,1,1,1,Lusong Beach,Bataan,beach,3.8,0
low,4,0,0,0,0,1,Baron's Restaurant,Agusan del Norte,food,3.6,0
comfort,5,0,0,0,0,1,Viewpoint to taal lake,Batangas,sightseeing,4.0,0
high,3,0,1,1,0,0,Cauayan Attarata na Gaddang Marker,Aurora,sightseeing,3.9,0
high,3,0,0,1,0,1,Beware-Ilog,Pangasinan,museums,3.9,0
high,2,0,1,0,0,1,Eagle of The North Park,La Union,beach,4.0,0
low,7,0,0,1,1,0,Conti's Bakeshop and Restaurant,Cavite,food,4.7,0
high,4,0,0,1,1,0,Binmaley Park,Pangasinan,nature,3.7,0
high,4,1,1,0,0,0,Auditorium,Pangasinan,beach,3.7,0
low,3,0,0,1,0,0,My Daddy's Pizza & Cafe,Davao del Sur,food,4.3,0
high,5,1,0,0,0,0,Irisan Ecopark Viewdeck,Benguet,sightseeing,4.1,0
high,2,1,1,1,0,0,Famous Belgian Waffles,Aurora,food,4.9,1
low,4,1,0,1,0,1,Punong Restaurant,Davao del Norte,food,3.5,0
low,6,1,0,0,1,0,Paoay Church,Ilocos Norte,sightseeing,3.8,0
low,2,0,1,0,0,1,T'Boli Knoon & Children's Park,South Cotabato,nature,4.5,0
comfort,6,1,0,0,0,0,Heroes' Shrine,Biliran,nature,3.6,0
comfort,7,1,0,1,0,0,People's Park,Nueva Vizcaya,nature,4.6,0
high,4,1,1,0,0,0,Cheesy and Icy Food and Beverage,Northern Samar,food,3.8,1
high,2,0,0,0,1,0,Fiesta,South Cotabato,food,3.7,0
low,7,0,0,1,0,1,Riverwalk,Davao del Norte,nature,4.1,1
comfort,5,0,0,1,0,0,White Beach,Camiguin,beach,4.1,0
high,6,1,1,0,0,0,Cyber Park,Misamis Oriental,beach,4.1,0
comfort,7,1,0,0,0,1,Baybay Boulevard,Eastern Samar,beach,4.8,0
comfort,6,0,0,0,1,1,Oppa Kitchen - Korean,Camarines Norte,food,3.8,0
low,6,0,0,0,0,1,Coffee Project,Lanao del Norte,food,4.7,0
comfort,3,1,0,0,1,0,Frats,Lanao del Sur,food,4.9,0
low,5,0,0,0,0,0,Papprito,Batangas,food,3.6,0
comfort,5,0,0,0,1,0,United Paragon Mining Corp,Camarines Norte,museums,4.5,0
comfort,5,0,0,0,0,0,Vibo Place,Cebu,museums,4.1,0
comfort,4,0,0,0,1,1,DRIP KOFI Los Baños,Rizal,food,3.8,0
comfort,5,1,0,0,0,1,Nickjoy Integrated Farm,Southern Leyte,sightseeing,3.7,0
low,2,0,0,0,1,0,Pan-aw Restaurant,Kalinga,food,4.6,0
comfort,7,0,1,0,1,0,Laeuna De Taal Lake View,Batangas,museums,4.3,0
low,3,0,1,0,0,1,Cafe BrewsCo,Pangasinan,food,4.5,0
high,6,0,0,0,1,1,Jing's Eatery,Antique,food,4.9,1
comfort,2,0,0,0,0,1,Yuls Restaurant,Leyte,food,4.4,0
low,5,0,0,0,1,0,Pikit Hiway Carenderia,Maguindanao del Sur,food,3.7,0
comfort,3,0,0,1,0,0,Bagasbas Beach,Camarines Norte,beach,3.7,0
low,7,0,1,0,1,0,Sonalan Residence,Guimaras,food,4.1,0
comfort,5,1,0,0,0,1,Coffee Cat,Sorsogon,food,4.3,0
comfort,3,1,0,0,1,1,L&V Fastfood & Restaurant,Oriental Mindoro,food,4.0,0
comfort,7,1,0,0,1,0,Crispy King,Southern Leyte,food,4.8,0
comfort,6,0,0,1,0,0,Giuseppe Pizzeria & Sicilian Roast,Iloilo,food,4.0,0
low,2,1,0,1,0,0,The Librewry Cafe,Misamis Oriental,food,3.5,0
comfort,4,1,1,0,0,0,Fish Feeding ponton,Palawan,museums,3.8,0
high,4,0,0,0,1,0,Main Library,Siquijor,museums,3.6,0
low,5,1,0,0,0,0,Buhisan-Toong Tree Tunnel,Cebu,sightseeing,4.3,0
low,7,1,1,0,0,0,"Barangay tabugon, camarines norte",Quezon,museums,4.2,0
high,7,1,0,0,0,1,Friendship Park,Misamis Oriental,beach,3.6,0
high,2,1,0,0,0,0,One Burgos,Sorsogon,food,3.8,1
low,2,0,0,1,0,1,St. Augustine Statue,Iloilo,museums,4.4,0
high,3,0,0,0,1,0,Plaza Quince Martires,Camarines Sur,nature,4.7,0
high,4,0,0,0,0,0,Rust & Wood Park,Mountain Province,food,4.6,1
low,7,0,0,0,0,1,Razon's by Glenn,Tarlac,food,4.3,0
comfort,6,0,0,1,1,0,Riverside Olilang's Restaurant,Capiz,food,4.2,0
high,4,0,1,0,1,1,Diotay's Eatery,Negros Occidental,food,4.1,0
high,6,1,0,0,0,0,Sunset spot,Biliran,sightseeing,4.7,1
low,2,0,0,1,0,0,Benguet Provincial Library,La Union,museums,3.8,0
low,4,0,1,0,1,0,Triumph of Science over Death,Cavite,museums,3.9,0
comfort,7,0,0,1,0,0,Drewphoria,Cavite,food,4.3,0
comfort,7,1,0,0,0,1,Santa Barbara Victory Plaza,Guimaras,beach,4.2,0
high,7,0,1,0,1,1,Village Floating Resto and Cruises,Bohol,food,4.2,0
low,6,0,1,1,1,0,Basketball court,Camiguin,beach,3.7,1
high,3,0,0,0,1,1,Roxas Freedom  Park,Aurora,beach,4.3,0
high,7,0,0,1,0,0,Curvus Cafe,Guimaras,food,3.5,0
comfort,7,0,0,0,0,1,Rotary Peace City Monumnet,Surigao del Norte,sightseeing,4.8,0
high,6,1,0,0,0,1,6 Luttuacan,Apayao,sightseeing,3.6,0
high,7,0,0,0,1,0,Battle of Binakayan,Cavite,beach,4.7,0
comfort,4,0,1,0,1,1,Gusaling Aklatan Pang-alaala kay Virginia S. San Luis,Rizal,museums,3.7,0
low,3,0,0,1,0,1,Clay Vase,Misamis Occidental,sightseeing,4.1,0
comfort,5,0,0,0,0,1,Overlooking Old Crater,Negros Occidental,museums,3.5,0
low,5,0,0,0,0,0,Dinosaurus,Cavite,museums,4.1,0
high,6,0,0,0,0,0,Sea of Clouds,Bohol,museums,4.6,0
high,6,1,1,0,0,0,Foggy Mountain Cookhouse,Benguet,food,3.6,1
high,4,0,1,0,0,0,Residence Inn,Batangas,museums,3.8,0
low,6,1,0,0,1,0,Candon Plaza,Ilocos Sur,nature,3.7,0
comfort,5,0,1,1,0,1,JTSL Agri Farm,Davao del Norte,sightseeing,4.8,0
comfort,5,0,0,1,0,0,I Love Eco Park,Tarlac,sightseeing,4.4,0
comfort,6,0,1,0,1,1,4th Station,Camiguin,museums,3.8,0
comfort,3,0,0,1,0,0,FEM Rotunda,Ilocos Norte,beach,4.9,0
low,3,1,1,0,0,0,Pepita Park,Sorsogon,nature,3.6,0
comfort,6,0,1,0,0,1,Station of the Cross IX,Aklan,sightseeing,4.4,0
low,7,0,0,0,1,0,Lil Cezar's,Misamis Occidental,food,4.3,0
comfort,3,0,0,0,1,0,National Arts Center,Laguna,sightseeing,4.0,0
low,2,0,0,0,1,0,Oh Bang Ramen,Camarines Norte,food,4.8,0
high,6,0,1,0,0,1,Grand Royale Mini Park,Pampanga,beach,3.5,0
comfort,3,0,1,0,0,0,Zoobic Safari,Bataan,food,4.8,0
high,3,0,0,0,1,0,Founders Park,Albay,beach,4.7,0
high,5,1,0,0,0,0,UCC Library,Cavite,museums,4.0,0
low,3,0,1,0,0,0,Lake Leonard Eco-Tourism Park,Davao de Oro,museums,3.8,0
comfort,2,0,1,0,0,0,Pilgrim Park,Misamis Oriental,beach,3.5,0
low,4,1,1,0,1,0,Pagsanjan Arch,Laguna,sightseeing,3.6,0
comfort,5,1,0,0,0,1,Kapel,Cebu,food,4.2,0
comfort,2,0,0,1,0,0,Siazon Park,Ilocos Norte,beach,4.8,0
high,4,0,1,0,0,1,Underground River,Albay,museums,3.5,0
low,7,1,1,0,0,1,Greenwich,Ilocos Norte,food,3.6,0
low,3,1,0,1,0,0,Rasoi Indian Restaurant,Pampanga,food,4.2,0
comfort,5,0,0,0,0,0,Ifugao hut,Mountain Province,sightseeing,4.2,0
comfort,2,0,0,0,1,0,Heroes Park,Lanao del Norte,nature,4.5,0
low,3,0,0,0,1,0,Taipei Royal Tea,Tarlac,food,3.8,0
high,2,0,0,0,0,0,G&Co. Cafe,Davao del Sur,food,4.3,0
low,3,0,1,0,1,0,Welcome City of Cauayan,Aurora,museums,4.6,0
low,4,0,1,0,0,1,Giant Pugad,Tarlac,sightseeing,4.8,0
low,4,0,0,1,1,1,Tennis Court,Southern Leyte,beach,4.8,0
high,7,1,1,0,0,0,Fortune favors the brave,Iloilo,sightseeing,4.2,0
comfort,3,1,0,0,0,0,Don Henricos,Benguet,food,4.5,0
high,2,0,0,0,0,1,Hardin sang Balo,Negros Occidental,museums,4.0,0
high,3,0,0,0,0,0,Buri Island Villas,Samar,sightseeing,3.8,0
low,7,0,0,0,1,0,Pontevedra Public Plaza,Negros Occidental,beach,4.8,0
low,3,1,0,0,1,0,Hungry Frypan,Benguet,food,3.8,0
low,5,0,0,1,0,0,Palamahawan sa Culasi Slope,Capiz,food,4.7,0
high,3,1,0,0,0,1,Pulilan Park,Pampanga,nature,4.4,0
high,7,1,1,0,0,0,Green Park,Quezon,beach,4.5,1
comfort,7,0,0,0,1,1,Jess B Residence,Iloilo,museums,4.7,0
comfort,5,1,0,0,0,0,Kemdol Lake Sebu,South Cotabato,museums,4.2,0
low,4,0,0,1,1,0,Mango Blast,Surigao del Norte,food,4.8,0
comfort,7,0,1,0,1,1,Laylay Port,Marinduque,nature,4.3,0
high,4,0,0,1,0,0,Buhay Forest,Cavite,museums,4.8,0
comfort,7,1,0,1,0,0,Liberty Park,La Union,nature,3.7,0
high,3,0,1,0,1,1,Llanera Municipal Park,Nueva Ecija,beach,4.2,0
low,4,1,1,0,0,1,Aklatang Emilio Aguinaldo,Cavite,museums,3.5,0
comfort,2,0,0,0,0,1,Bonifacio Park,Pampanga,nature,4.7,0
low,7,0,1,1,0,0,Carabao Head,Rizal,museums,4.8,0
low,5,0,1,0,0,0,Math Park,Leyte,nature,4.2,0
low,3,0,1,0,1,1,Damires Hill,Iloilo,sightseeing,3.7,0
low,3,1,1,1,0,0,PreTea,Agusan del Norte,food,4.4,0
low,4,0,1,0,0,0,Agta Beach,Biliran,beach,4.7,1
comfort,4,0,0,1,1,0,Lim Guan,Negros Occidental,museums,4.4,0
high,5,1,0,0,0,0,Rizal Town Old Plaza Park,Nueva Ecija,beach,4.2,0
comfort,6,0,1,0,0,0,Chia Eatery,Siquijor,food,4.5,0
low,7,1,1,0,0,1,K & K's Sports Bar and Grill,Iloilo,food,3.8,0
comfort,7,0,0,1,0,0,Sikatuna Tree and Inland Fishery Park,Bohol,nature,3.5,0
high,2,0,1,0,1,0,Tinago Park,Sorsogon,nature,4.1,0
high,2,0,1,1,0,0,Kisulad Beach,Davao Occidental,beach,4.8,1
high,3,1,0,0,1,0,Villa Rosa Park,Batangas,beach,3.6,0
comfort,2,0,0,1,1,1,Nakabalo Guesthouse & Restaurant,Siquijor,food,4.3,0
low,4,0,0,0,0,0,Kan Gara Shrine,Leyte,nature,4.8,0
low,3,0,0,1,0,1,Basketball Court,Isabela,nature,4.2,1
comfort,4,0,0,1,1,1,Villa Elma,Laguna,sightseeing,3.8,0
high,3,1,1,1,0,0,Ching's Eatery,Capiz,food,4.2,1
comfort,6,1,0,0,0,0,Pizza Volante,Benguet,food,4.1,0
comfort,5,0,0,0,1,0,Pilar Municipal Park,Bohol,beach,4.4,0
high,7,1,1,0,0,0,Princess Fried Chicken and Food House,Southern Leyte,food,4.1,1
comfort,4,0,1,0,0,0,Kavaywan Lake,Batanes,sightseeing,4.4,0
high,3,1,0,1,1,0,Capiz Provincial Park,Capiz,nature,4.8,1
comfort,6,0,1,0,0,0,Café Caliente,Agusan del Norte,food,4.2,0
high,4,1,0,0,0,0,Bamban Municipal Library,Tarlac,museums,3.7,0
low,5,0,0,0,0,1,Claro M. Recto Shrine,Rizal,nature,3.9,0
comfort,2,0,0,0,1,0,The Coffee Bean & Tea Leaf,Negros Occidental,food,4.7,0
low,2,0,1,1,0,1,Seoul Kitchen,Laguna,food,4.4,0
high,7,0,1,0,1,0,Paluto Kambingan,Davao del Norte,food,4.2,0
high,3,0,1,1,0,0,William Howard Taft,Eastern Samar,nature,4.0,0
low,4,0,0,0,0,1,Paradise Ranch,Pampanga,museums,4.7,0
high,2,1,0,0,0,0,Taal Crater East Viewpoint,Batangas,museums,4.9,0
low,6,0,0,1,1,0,Ramon Magsaysay Park,Romblon,beach,4.3,0
low,2,0,0,1,1,0,jay fidel libres p1 tindahan,Nueva Ecija,museums,4.9,0
low,6,0,1,0,0,0,RPB's Farm House,Biliran,sightseeing,4.2,0
low,7,0,0,1,1,0,Golden Restaurant,Davao del Norte,food,3.9,0
high,6,0,0,0,1,1,el pomar bistro,Leyte,food,4.1,0
comfort,6,0,0,0,0,0,One Two Sawa!,Catanduanes,food,4.6,0
high,3,1,0,0,0,1,Pick 'n Grill,Davao de Oro,food,4.1,1
comfort,2,0,1,0,0,0,Bangaan Plaza,Nueva Vizcaya,nature,3.9,0
high,7,0,0,1,0,1,Roxas City Plaza Park,Capiz,beach,3.7,0
low,2,0,0,1,0,1,Space Shuttle,Laguna,museums,4.6,0
comfort,3,0,1,0,0,0,Benn's Bowl Diner,Laguna,food,4.2,0
high,2,0,1,1,0,0,Island Seafood,Agusan del Norte,food,4.1,0
low,2,0,0,0,0,1,Jean's Cakes and Pastries,Aklan,food,4.5,0
comfort,5,0,1,0,1,0,Christ the Redeemer Statue,Misamis Oriental,museums,4.5,0
comfort,4,1,0,0,1,0,Benigno Aquino Sr. Statue,Pangasinan,sightseeing,4.2,0
low,3,1,0,0,0,1,Grandvale 2 Park,Camarines Sur,beach,3.9,0
low,7,0,0,0,1,0,Angel Nicole Seafoods Garden and Restaurant,Capiz,food,4.2,0
high,6,0,0,1,0,0,St Joseph Cathedral Belfry,Romblon,museums,4.5,0
low,4,0,1,1,0,0,Philippine Deer,Camarines Sur,sightseeing,4.4,0
comfort,6,0,1,0,0,1,Celine Homes Playground,Negros Occidental,beach,4.4,0
low,4,0,0,0,0,0,Arboretum,Rizal,nature,3.5,0
comfort,3,0,0,1,1,0,Golden Palace Restaurant,Camarines Norte,food,4.4,0
low,6,1,0,1,0,1,Borongan City Plaza,Eastern Samar,nature,4.5,1
comfort,6,0,0,1,1,1,Capalayan Playground,Surigao del Norte,beach,3.8,0
low,6,0,1,0,0,0,Ignatius Park,Camarines Sur,beach,4.3,1
low,7,0,0,0,0,0,Talaudyong Beach,Palawan,beach,4.8,0
high,2,0,0,0,1,0,Ipil viewpoint,Romblon,sightseeing,4.6,1
low,3,1,1,0,0,0,Bulan Eco-Park,Sorsogon,nature,4.7,0
low,4,0,0,0,0,0,Kookel's Digos,Davao del Sur,food,4.3,0
high,4,0,0,1,1,1,Sam's Agritourism Park,La Union,museums,4.7,1
low,2,1,0,1,0,0,Greenwich,Ilocos Norte,food,3.6,0
high,6,0,1,0,0,1,"Barangay tabugon, camarines norte",Quezon,sightseeing,4.6,1
low,3,0,1,1,0,0,HAPPYTANAN SNACK & SOUVENIR,Siquijor,sightseeing,4.3,0
comfort,4,1,1,0,0,1,Paombong Welcome Arch,Pampanga,sightseeing,3.5,0
high,6,1,0,0,0,0,Luna Town Plaza,Isabela,beach,4.8,0
low,2,1,1,0,0,1,Bejo,Zamboanga Sibugay,museums,3.7,0
low,3,0,0,0,1,0,Cafe Racer,Siquijor,food,3.6,0
low,5,0,0,1,0,0,Amphitheatrum Flavium replica,Tarlac,sightseeing,4.8,0
low,4,0,0,1,0,0,Skyworld Graffiti Artwork,Benguet,sightseeing,3.6,0
high,7,1,0,0,0,0,Manuela Q. Pastor Park,Batangas,beach,3.6,0
low,4,0,0,0,1,0,Calamba Banga,Rizal,sightseeing,3.8,0
comfort,6,0,0,1,0,0,MonTea's Blends,Eastern Samar,food,4.5,0
high,7,0,1,1,0,0,Atecle's Grill,Bukidnon,food,4.1,0
comfort,4,1,0,0,1,1,Lubao International Hot Air Balloon Festival,Bataan,sightseeing,4.9,0
comfort,5,0,1,0,0,0,Boss Mikko’s Bulalohan,Bataan,food,4.7,0
low,3,0,0,0,0,1,John Wesley Park,Nueva Ecija,nature,4.6,0
low,7,1,0,0,1,0,Just Bake Coz,Benguet,food,4.6,0
low,3,0,1,1,0,0,Sagbayan Peak Park,Bohol,sightseeing,4.3,0
low,5,0,1,0,0,1,People's Park,Lanao del Norte,beach,3.6,1
low,4,0,0,0,0,1,Buenavista Viewdeck,Palawan,museums,3.8,0
comfort,5,0,1,0,1,1,Iloilo as One 2020,Iloilo,museums,3.6,0
comfort,3,0,0,0,1,1,St. Andrew Parish Church,Aurora,museums,4.2,0
comfort,5,0,1,1,0,0,Mami ni Tita Osang,Rizal,food,3.9,0
low,7,0,0,1,1,0,Razor Back Mountain Coaster,Bukidnon,sightseeing,4.7,0
low,6,1,0,0,1,0,Navarro Internet Cafe,Surigao del Norte,food,3.7,0
high,3,1,1,1,0,0,10th World Scout Jamboree Totem,Rizal,museums,4.4,0
low,3,0,0,0,0,1,Manaba River,Bohol,museums,4.1,0
high,3,0,1,1,0,1,Brew's Ko,Leyte,food,4.3,0
high,6,1,1,0,0,0,Manuel P. Santiago Park,Pampanga,nature,4.3,0
high,4,1,0,0,0,1,Langon Vista DECA HOMES Cararayan,Camarines Sur,museums,4.1,0
high,2,0,0,0,1,0,Baibon Eusria Halal Refreshmemt,Davao del Sur,food,4.2,0
comfort,3,1,1,0,0,0,Lechon Haus,Guimaras,food,3.9,0
low,2,0,1,0,0,0,Mary Statue,Guimaras,museums,4.0,0
high,4,0,1,0,0,0,Buhisan-Toong Tree Tunnel,Cebu,museums,3.5,0
low,5,1,0,1,0,0,Shalom Beef & Seafood House,Agusan del Norte,food,4.4,0
high,5,0,0,0,0,1,Arteche Park,Samar,beach,4.4,0
low,2,0,0,0,1,1,mary and joseph statue,Negros Occidental,museums,4.7,0
high,7,0,0,0,0,0,Hon. Elisa R. Ochoa Learning Commons,Agusan del Norte,museums,4.8,0
comfort,2,1,0,0,1,1,Mambusao Municipality Park,Capiz,beach,4.4,0
comfort,4,1,0,1,0,1,Biryani Point,Siquijor,food,4.3,0
low,3,1,1,0,1,0,Edna's Cakeland,Nueva Ecija,food,4.2,0
low,6,0,0,0,0,0,Eagles Club Valencia,Bukidnon,sightseeing,4.4,0
comfort,2,1,0,0,0,0,Larena Triad Restaurant & Bakeshop,Siquijor,museums,4.2,0
low,7,0,0,0,0,1,Fun N' Food Village,Nueva Vizcaya,food,3.6,0
high,6,0,1,0,0,0,Guisi Lighthouse,Guimaras,museums,4.8,0
high,6,0,0,1,0,0,Lilo-an Plaza,Aklan,beach,4.6,0
comfort,6,1,0,0,0,1,Benguet Provincial Library,Benguet,museums,4.6,0
high,5,0,0,0,1,0,Si Magbanua kag ang Bakunawa,Guimaras,sightseeing,4.2,0
comfort,2,1,1,1,0,0,Punod Ay Resort,Leyte,museums,4.0,0
high,2,1,0,0,1,0,View Deck,Cavite,sightseeing,3.8,0
low,4,0,0,0,1,0,Patigayon Beach Resort,Eastern Samar,beach,3.6,0
low,2,1,0,0,0,1,OISCA Sunflower Farm,Negros Occidental,sightseeing,4.1,0
high,5,0,0,0,0,1,New Jersey Resort,Aurora,museums,3.6,0
low,6,1,0,1,0,0,Tayum Freedom Park,Abra,nature,3.7,1
low,2,0,1,0,0,1,Dr. Eufranio Chan Eriguel Congressional E-Library,La Union,museums,4.6,0
high,2,1,0,0,1,1,Canteen,Samar,food,3.9,1
low,2,0,1,1,0,1,Madja'as Viewdeck 3,Aklan,museums,4.7,0
low,6,0,0,0,0,1,Dr. Jose Rizal  Statue,Tarlac,museums,4.0,0
high,3,1,0,1,0,0,"Barangay tabugon, camarines norte",Quezon,museums,4.2,0
comfort,5,1,0,0,1,1,World's Largest Spinning Top,Laguna,sightseeing,4.7,0
low,4,0,0,0,0,0,Wild Lagoon,Occidental Mindoro,museums,3.9,0
high,7,0,0,1,1,1,Cassamata Hill National Park,Abra,beach,3.8,0
comfort,7,1,0,0,0,1,El Kini Hot Spring,South Cotabato,sightseeing,3.7,0
high,3,1,0,0,1,0,Max's Restaurant,Nueva Vizcaya,food,3.9,1
comfort,5,0,0,0,0,1,Dawis Heritage Wharf,Davao del Sur,sightseeing,4.7,0
high,3,0,0,0,0,1,Abucay Center Plaza Park,Bataan,nature,4.0,0
high,7,1,0,1,1,0,Hotguy Burger & Salad,Zambales,food,4.8,1
high,4,0,1,0,0,0,E-Hub Auditorium and Library,Batangas,museums,4.6,0
comfort,6,1,1,1,0,0,Escoda Park,Guimaras,beach,4.2,0
low,7,0,1,1,0,0,Plaza Del gobernador,Oriental Mindoro,nature,4.0,1
comfort,7,0,0,1,0,0,villa valderrama nature park,Antique,nature,4.8,0
high,3,0,0,1,0,0,Balisico de milano,Oriental Mindoro,food,4.0,0
high,4,1,0,0,1,0,Ipil Municipal Park,Zamboanga Sibugay,beach,3.8,0
high,5,0,1,0,0,0,Elevation 105 meters,Samar,nature,4.7,0
low,2,0,0,0,1,0,Silliman Park,Siquijor,nature,3.8,0
comfort,6,1,0,0,0,0,Private Beach Resort,Marinduque,nature,4.9,0
comfort,6,0,0,0,1,1,Dragon Restaurant,Aklan,food,4.2,0
comfort,2,0,0,0,0,1,Shiphaus,Bohol,sightseeing,4.2,0
high,7,0,0,1,1,0,Mud Springs,Batangas,sightseeing,3.8,0
low,4,1,0,1,0,0,Playground,Eastern Samar,beach,3.9,0
comfort,2,0,0,0,1,1,Jose Rizal,Misamis Occidental,sightseeing,3.6,0
low,5,0,1,1,1,0,Señor Juan,Siquijor,food,4.4,0
comfort,7,0,0,0,0,1,Romblon Public Park,Romblon,beach,3.9,0
high,4,0,1,1,1,0,Sean's SUPERMIX,South Cotabato,food,4.3,0
low,3,1,0,1,1,0,Rizal Park,Misamis Occidental,nature,3.8,1
comfort,5,0,0,1,1,0,Dinosaurus,Cavite,sightseeing,4.3,0
high,5,0,1,0,0,1,ACI Garden Resort And Pavillion,Pampanga,beach,4.1,0
low,7,0,1,0,0,0,Laperal White House,La Union,sightseeing,3.8,0
low,3,0,0,0,1,0,Bagakay Bay Park,Camiguin,nature,4.5,0
high,4,1,0,0,0,1,Juuno's Playground,Ifugao,museums,3.9,0
high,4,0,0,0,0,1,Lemon and Olives,Benguet,food,4.5,1
comfort,6,0,0,1,1,0,Public Park,Quezon,nature,3.7,0
high,6,1,0,0,0,0,Canteen,Palawan,food,3.9,1
comfort,5,1,1,1,0,0,Arturo L. Casino Park,Misamis Oriental,nature,3.6,0
low,3,1,0,0,0,0,Max's Restaurant,Oriental Mindoro,food,3.7,0
low,2,1,0,0,0,0,Mt. Kitanglad Agro-Eco Farm,Bukidnon,museums,3.5,0
high,3,0,0,0,1,1,Shiphaus,Bohol,museums,3.8,0
high,5,0,0,0,1,1,Tien Ma's,Misamis Oriental,food,4.8,1
comfort,2,0,1,1,0,0,Lingap Kalikasan Park,Nueva Ecija,beach,4.3,0
high,3,1,0,0,0,0,"Dau, San Nicolas Basketball Court",Pampanga,nature,3.9,0
high,5,0,0,0,0,1,Madja'as Summit Viewpoint,Antique,museums,4.8,0
high,7,0,1,0,0,0,University Park,Batangas,beach,4.7,1
high,7,1,1,0,0,0,Viewdeck,Benguet,sightseeing,4.3,0
comfort,5,0,0,0,1,0,Japanese Garden,Rizal,museums,3.6,0
low,3,0,1,1,0,0,RND Display Center,Cotabato,food,3.7,0
low,2,1,0,0,0,1,Carabao Head,Laguna,sightseeing,4.2,0
comfort,2,1,1,1,0,0,Kalikasan Park,Cavite,beach,3.6,0
high,3,0,0,0,0,1,Boroy Kainan,Davao del Sur,food,4.5,1
comfort,2,0,0,1,0,0,Baguio Viewpoint,Mountain Province,sightseeing,4.7,0
low,3,0,1,1,0,0,Victoria Park,Abra,nature,4.3,1
high,2,1,0,1,0,0,Capitol Brew,Zambales,food,4.5,1
comfort,7,1,1,0,0,0,Iloilo Provincial Library & Archives Office,Guimaras,museums,4.8,0
low,6,1,0,0,0,0,Mother Mary,Cebu,sightseeing,4.1,0
high,7,0,1,0,0,1,Infinitea,Northern Samar,food,3.8,0
comfort,3,0,1,0,0,0,Johnson's Farm,Pangasinan,sightseeing,4.8,0
high,4,0,0,0,0,1,Lahaha Cafe and Spa,Camarines Sur,food,4.3,0
comfort,5,0,0,0,0,0,Hadano Park,South Cotabato,nature,4.7,0
high,6,0,0,0,0,0,yakap at halik,Nueva Ecija,sightseeing,3.5,0
low,7,0,0,1,1,0,San Miguel dive,Siquijor,sightseeing,4.8,0
comfort,4,1,0,0,0,0,Kuyaoyao Village,Quezon,beach,4.3,0
high,2,0,1,0,1,0,Grand Royale Mini Park,Pampanga,beach,3.5,0
